setup,energy_MeV,bw_mm,ctc_mm,target_depth_mm,target_depth_cm,PVDR_target,PVDR_entrance,BEDR,BEDR_threshold_flag,FWHM_entrance_mm,FWHM_target_mm,target_homogeneity,homogeneity_code,relative_std_at_target,source_files,notes
PBP_1D_array,50,0.5,1.0,21,2.1,,,,,0.47865853517008633,0.5013310167731646,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc10_50MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,1.2,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,1.4,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,1.6,21,2.1,,,,1,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,50,0.5,1.8,21,2.1,,,,1,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,50,0.5,2.0,21,2.1,,,,1,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,50,0.5,2.2,21,2.1,,,,1,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,50,0.5,2.4,21,2.1,,,,1,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,50,0.5,2.6,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,2.8,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,3.0,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,3.2,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,3.4,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,3.6,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,3.8,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,4.0,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,4.2,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,4.4,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,4.6,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,4.8,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,5.0,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,5.2,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,5.4,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,5.6,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,5.8,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,6.0,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,6.2,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,6.4,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,6.6,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,6.8,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,50,0.5,7.0,21,2.1,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,1.0,45,4.5,,,,,0.4774207621018105,0.5233490886065214,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc10_75MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,1.2,45,4.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,1.4,45,4.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,1.6,45,4.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,1.8,45,4.5,,,,,0.5056992052612406,0.6436928391817418,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc18_75MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,2.0,45,4.5,,,,,0.5057497488898878,0.645765827616035,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc20_75MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,2.2,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,2.4,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,2.6,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,2.8,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,3.0,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,3.2,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,3.4,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,3.6,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,3.8,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,4.0,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,4.2,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,4.4,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,4.6,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,4.8,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,5.0,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,5.2,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,5.4,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,5.6,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,5.8,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,6.0,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,6.2,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,6.4,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,6.6,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,6.8,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,75,0.5,7.0,45,4.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,1.0,75,7.5,,,,,0.4777973073259337,0.5369635818213077,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc10_100MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,1.2,75,7.5,,,,,0.4987692243619348,0.6256312264383185,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc12_100MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,1.4,75,7.5,,,,,0.5045265141852188,0.702554020712641,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc14_100MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,1.6,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,1.8,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,2.0,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,2.2,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,2.4,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,2.6,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,2.8,75,7.5,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,3.0,75,7.5,,,,,0.5062609738085672,0.8073876960480005,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc30_100MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,3.2,75,7.5,,,,,,,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,3.4,75,7.5,,,,,0.506342188616859,0.808787955447841,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc34_100MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,3.6,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,3.8,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,4.0,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,4.2,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,4.4,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,4.6,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,4.8,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,5.0,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,5.2,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,5.4,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,5.6,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,5.8,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,6.0,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,6.2,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,6.4,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,6.6,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,6.8,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,100,0.5,7.0,75,7.5,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,1.0,112,11.2,,,,,0.4778513909352658,0.5503399415572613,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc10_125MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,1.2,112,11.2,,,,,0.49938132922512707,0.6325108909837652,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc12_125MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,1.4,112,11.2,,,,,0.5051795092844303,0.7390152325116593,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc14_125MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,1.6,112,11.2,,,,1,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,125,0.5,1.8,112,11.2,,,,1,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,125,0.5,2.0,112,11.2,,,,1,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,125,0.5,2.2,112,11.2,,,,1,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,125,0.5,2.4,112,11.2,,,,1,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/dose_BEDR_1Darray_dictionary.txt,"PVDR source files in this subset are labeled 2Darray; BEDR source provides threshold flag only, not numeric BEDR"
PBP_1D_array,125,0.5,2.6,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,2.8,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,3.0,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,3.2,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,3.4,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,3.6,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,3.8,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,4.0,112,11.2,,,,,,,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,4.2,112,11.2,,,,,10.613661475037105,1.067042354617028,1,2,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc42_125MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,4.4,112,11.2,,,,,,,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,4.6,112,11.2,,,,,,,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,4.8,112,11.2,,,,,,,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,5.0,112,11.2,,,,,0.5078052226374632,1.0362929296317547,1,1,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt;PBP_paperdataset/FWHM5/FWHM_1Darray_ctc50_125MeV.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,5.2,112,11.2,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,5.4,112,11.2,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,5.6,112,11.2,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,5.8,112,11.2,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
PBP_1D_array,125,0.5,6.0,112,11.2,,,,,,,0,0,,PBP_paperdataset/FWHM5/dose_min_max_1Darray_dictionary.txt,PVDR source files in this subset are labeled 2Darray
